;EAN;Referencia;;Nombre;Coste;Precio;;P.V.P.;Beneficio;%MC;%MV;Stock;;Proveedor;Clasificación;
Actualizado desde fichero o API;5601385505835;;;DENT SENSODYNE 75ML ENCIAS;1,830 €;3,30 €;21 %;3,99 €;1,47 €;80,3 %;44,5 %;-1;411;VERDIMILL;ASEO PERSONAL;
Actualizado desde fichero o API;5054563103260;;;DENT SENSODYNE 75ML PROT DIARIA;2,084 €;3,30 €;21 %;3,99 €;1,22 €;58,4 %;36,9 %;-19;25;DPH S. L .;ASEO PERSONAL;
Actualizado desde fichero o API;5054563022493;1006772;;DENT SENSODYNE 75ML PROT TOTAL;2,383 €;3,30 €;21 %;3,99 €;0,92 €;38,5 %;27,8 %;-29;3;VERDIMILL;ASEO PERSONAL;
Actualizado desde fichero o API;5054563107244;1006770;;DENT SENSODYNE 75ML RAPID;2,509 €;3,30 €;21 %;3,99 €;0,79 €;31,5 %;24,0 %;-54;4;VERDIMILL;ASEO PERSONAL;
Actualizado desde fichero o API;5054563025944;;;DENT SENSODYNE 75ML RAPID BLANQUEADOR;2,341 €;3,30 €;21 %;3,99 €;0,96 €;41,0 %;29,1 %;0;692;CASH LEVANTE DISTRIBUCION;ASEO PERSONAL;
Actualizado desde fichero o API;5054563098795;;;DENT SENSODYNE 75ML REP Y PROT;2,509 €;3,30 €;21 %;3,99 €;0,79 €;31,5 %;24,0 %;-69;1;BEMALU;ASEO PERSONAL;
Actualizado desde fichero o API;8470001636898;1040279;;DENT SENSODYNE 75ML REPAIR BLANQ;1,990 €;3,30 €;21 %;3,99 €;1,31 €;65,8 %;39,7 %;12;655;VERDIMILL;ASEO PERSONAL;
Actualizado desde fichero o API;8717183226988;1134048;;DENT SIGNAL 75ML FRESCOR EXPLOSIVO BLANQUEANTE 3UD;1,557 €;3,30 €;21 %;3,99 €;1,74 €;112,0 %;52,8 %;0;-1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8413300653821;1016752;;DENT SIGNAL 75ML GEL FRESCO 3UD;1,538 €;3,30 €;21 %;3,99 €;1,76 €;114,6 %;53,4 %;8;521;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;5900300045709;1016423;;DENT SIGNAL 75ML MICROGRANULOS;0,557 €;1,24 €;21 %;1,50 €;0,68 €;122,6 %;55,1 %;0;791;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710908314162;1071824;;DENT SIGNAL ANTICARIES 75ML;0,596 €;1,23 €;21 %;1,49 €;0,63 €;106,4 %;51,5 %;0;846;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8413300330760;1016437;;DENT SIGNAL BICARBONATO BLANQUEADOR 75ML;0,740 €;1,24 €;21 %;1,50 €;0,50 €;67,6 %;40,3 %;-99;4;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;54024205;1016420;;DENT SIGNAL GEL 75ML;0,780 €;1,24 €;21 %;1,50 €;0,46 €;59,0 %;37,1 %;-20;7;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8413300284803;1016434;;DENT SIGNAL PROT ANTICARIES 75ML;0,780 €;1,24 €;21 %;1,50 €;0,46 €;59,0 %;37,1 %;-56;5;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Normal;8411785010108;;;DENTINET SEDA DENTAL ARCOS 20UD;1,470 €;2,47 €;21 %;2,99 €;1,00 €;68,0 %;40,5 %;1;18;COVALDROPER GRUPO;;
Actualizado desde fichero o API;8411061766620;1045867;;DEO AGUA BRAVA SPRAY 150ML;5,540 €;6,60 €;21 %;7,99 €;1,06 €;19,1 %;16,1 %;-1;78;PUIG CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8720181025891;1142638;;DEO AXE  SPRAY 200ML BLACK;2,515 €;3,30 €;21 %;3,99 €;0,79 €;31,2 %;23,8 %;0;-1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8720181025914;1160614;;DEO AXE  SPRAY 200ML LEATHER&COOKIES;2,515 €;3,30 €;21 %;3,99 €;0,79 €;31,2 %;23,8 %;0;-1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Normal;8720181047725;;;DEO AXE BLACK 250ML;1,870 €;3,30 €;21 %;3,99 €;1,43 €;76,5 %;43,3 %;-43;312;CASH LEVANTE DISTRIBUCION;ASEO PERSONAL;
Creado en TPV;8720181114496;;;DEO AXE DARK TEMPTATION FRESH 150ML;0,000 €;3,10 €;21 %;3,75 €;3,10 €;0,0 %;100,0 %;-1;5;;;
Actualizado desde fichero o API;8720181114526;;;DEO AXE GOLD TEMPTATION FRESH 150ML;0,000 €;3,10 €;21 %;3,75 €;3,10 €;0,0 %;100,0 %;-21;10;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Normal;59092292;;;DEO AXE ROLLON50ML EPIC FRESH;1,326 €;1,86 €;21 %;2,25 €;0,53 €;40,3 %;28,7 %;-4;1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Normal;6001087364652;;;DEO AXE SPRAY 150ML ADRENALIN;1,680 €;3,10 €;21 %;3,75 €;1,42 €;84,5 %;45,8 %;6;3;;;
Actualizado desde fichero o API;8717644013045;1074827;;DEO AXE SPRAY 150ML AFRICA;1,838 €;3,10 €;21 %;3,75 €;1,26 €;68,7 %;40,7 %;3;14;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8712561249140;1000317;;DEO AXE SPRAY 150ML ALASKA;1,374 €;3,10 €;21 %;3,75 €;1,73 €;125,6 %;55,7 %;0;704;NAYPES;ASEO PERSONAL;
Actualizado desde fichero o API;8717163640753;1122765;;DEO AXE SPRAY 150ML ANARCHY FOR HER;1,653 €;3,10 €;21 %;3,75 €;1,45 €;87,5 %;46,7 %;-46;24;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8711600639027;1033398;;DEO AXE SPRAY 150ML ANARCHY MEN;1,950 €;3,10 €;21 %;3,75 €;1,15 €;59,0 %;37,1 %;24;50;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710447484258;1122757;;DEO AXE SPRAY 150ML APOLLO;1,680 €;3,10 €;21 %;3,75 €;1,42 €;84,5 %;45,8 %;-16;5;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710447484289;1122758;;DEO AXE SPRAY 150ML BLACK;1,782 €;3,10 €;21 %;3,75 €;1,32 €;74,0 %;42,5 %;-3;5;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710447448199;1134035;;DEO AXE SPRAY 150ML COLLISION;1,878 €;3,10 €;21 %;3,75 €;1,22 €;65,1 %;39,4 %;6;629;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Normal;8710447484326;;;DEO AXE SPRAY 150ML COOKIES;1,690 €;3,10 €;21 %;3,75 €;1,41 €;83,4 %;45,5 %;0;354;COVALDROPER GRUPO;;
Actualizado desde fichero o API;8717163640791;1148287;;DEO AXE SPRAY 150ML DARK TEMPTATION;1,680 €;3,10 €;21 %;3,75 €;1,42 €;84,5 %;45,8 %;-131;0;CASH LEVANTE DISTRIBUCION;ASEO PERSONAL;
Actualizado desde fichero o API;8712561195218;1041092;;DEO AXE SPRAY 150ML DRY PEACE;1,320 €;3,10 €;21 %;3,75 €;1,78 €;134,8 %;57,4 %;0;-1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710447285466;;;DEO AXE SPRAY 150ML ENERGY;1,296 €;3,10 €;21 %;3,75 €;1,80 €;139,2 %;58,2 %;0;-1;IBEROCEANO;ASEO PERSONAL;
Normal;8720181028755;1122756;;DEO AXE SPRAY 150ML EXCITE;1,890 €;3,10 €;21 %;3,75 €;1,21 €;64,0 %;39,0 %;-15;48;UNILEVER (FABERGE PERFUMERIA);DESODORANTES SPRAY;
Actualizado desde fichero o API;8710522441602;1122772;;DEO AXE SPRAY 150ML GOLD;2,057 €;3,10 €;21 %;3,75 €;1,04 €;50,7 %;33,6 %;7;269;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Normal;6001087375115;;;DEO AXE SPRAY 150ML GOLD 48H;1,680 €;3,10 €;21 %;3,75 €;1,42 €;84,5 %;45,8 %;21;25;;;
Actualizado desde fichero o API;8717163640852;1122764;;DEO AXE SPRAY 150ML ICE CHILL;1,890 €;3,10 €;21 %;3,75 €;1,21 €;64,0 %;39,0 %;6;433;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710847892950;;;DEO AXE SPRAY 150ML LOVE;1,340 €;3,10 €;21 %;3,75 €;1,76 €;131,3 %;56,8 %;0;876;CASH LEVANTE DISTRIBUCION;ASEO PERSONAL;
Actualizado desde fichero o API;8717163673669;1122755;;DEO AXE SPRAY 150ML MARINE;1,890 €;3,10 €;21 %;3,75 €;1,21 €;64,0 %;39,0 %;0;1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710522441527;1122768;;DEO AXE SPRAY 150ML MARINE DUPLO;3,237 €;5,78 €;21 %;6,99 €;2,54 €;78,6 %;44,0 %;0;1.020;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8717644013380;1074838;;DEO AXE SPRAY 150ML MUSK;1,782 €;3,10 €;21 %;3,75 €;1,32 €;74,0 %;42,5 %;-3;5;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;6001087364690;;;DEO AXE SPRAY 150ML WILD SPICE;1,782 €;3,10 €;21 %;3,75 €;1,32 €;74,0 %;42,5 %;8;5;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710447484555;1122752;;DEO AXE SPRAY 150ML YOU;1,640 €;3,10 €;21 %;3,75 €;1,46 €;89,0 %;47,1 %;-22;227;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8720182628831;1160615;;DEO AXE SPRAY 200ML APOLLO;2,515 €;3,30 €;21 %;3,99 €;0,79 €;31,2 %;23,8 %;0;-1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8720181025976;1142640;;DEO AXE SPRAY 200ML ICE CHILL;2,515 €;3,30 €;21 %;3,99 €;0,79 €;31,2 %;23,8 %;0;-1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;59079491;1016719;;DEO AXE SPRAY 35ML DARK TEMPTATION (MINI);0,618 €;1,07 €;21 %;1,29 €;0,45 €;73,1 %;42,2 %;0;651;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Normal;6001087364638;;;DEO AXE SPRAY EXCITE 48H 150ML;1,680 €;3,10 €;21 %;3,75 €;1,42 €;84,5 %;45,8 %;9;3;;;
Actualizado desde fichero o API;8410412280211;1154478;;DEO BABARIA SPRAY 200ML CERO;1,425 €;2,44 €;21 %;2,95 €;1,01 €;71,2 %;41,6 %;0;-1;BERIOSKA S.L;ASEO PERSONAL;
Actualizado desde fichero o API;8410412280228;1154480;;DEO BABARIA SPRAY 200ML DOBLE EFECTO;1,425 €;2,44 €;21 %;2,95 €;1,01 €;71,2 %;41,6 %;0;-1;BERIOSKA S.L;ASEO PERSONAL;
Actualizado desde fichero o API;8410412280235;1154481;;DEO BABARIA SPRAY 200ML INVISIBLE;1,425 €;2,44 €;21 %;2,95 €;1,01 €;71,2 %;41,6 %;-1;5;BERIOSKA S.L;ASEO PERSONAL;
Actualizado desde fichero o API;8410412280242;1154482;;DEO BABARIA SPRAY 200ML SKIN PROTECT+;1,425 €;2,44 €;21 %;2,95 €;1,01 €;71,2 %;41,6 %;0;-1;BERIOSKA S.L;ASEO PERSONAL;
Actualizado desde fichero o API;8410621482673;;;DEO BARRA ALUMBRE NATURAL WALKIRIA;1,968 €;4,12 €;21 %;4,99 €;2,15 €;109,3 %;52,2 %;-5;38;WALKIRIA;ASEO PERSONAL;
Actualizado desde fichero o API;5000174003413;1032773;;DEO BARRA OLD SPICE WHITE WATER 50GR;1,326 €;2,06 €;21 %;2,49 €;0,73 €;55,4 %;35,6 %;0;984;BEMALU;ASEO PERSONAL;
Actualizado desde fichero o API;8414719407265;1115129;;DEO BODY NATUR CERA PROF 100ML ROLLON+2 TOALLITAS;3,218 €;4,95 €;21 %;5,99 €;1,73 €;53,8 %;35,0 %;-5;182;VIOKOX;ASEO PERSONAL;
Actualizado desde fichero o API;8414719400228;1066193;;DEO BODY NATUR CREMA PIES 50ML ANTIDUREZAS;1,232 €;2,06 €;21 %;2,49 €;0,83 €;67,2 %;40,2 %;0;662;VIOKOX;ASEO PERSONAL;
Actualizado desde fichero o API;8414719400174;1010197;;DEO BODY NATUR PIES EFECTO SECO 150ML;1,708 €;2,88 €;21 %;3,49 €;1,17 €;68,6 %;40,7 %;-5;31;VIOKOX;ASEO PERSONAL;
Actualizado desde fichero o API;8410669968320;;;DEO BRUMMEL SPR 250;2,830 €;3,72 €;21 %;4,50 €;0,89 €;31,4 %;23,9 %;0;599;PUIG CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8410669506089;1111926;;DEO BRUMMEL SPRAY 150ML;3,100 €;4,12 €;21 %;4,99 €;1,02 €;32,9 %;24,8 %;-1;451;PUIG CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8410669768111;1005047;;DEO BRUMMEL STICK CBR 75ML;2,060 €;3,26 €;21 %;3,95 €;1,20 €;58,3 %;36,8 %;0;615;PUIG CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;8411104003293;1151695;;DEO BYLY BARRA 50ML UNISEX ORGANIC;1,109 €;2,02 €;21 %;2,45 €;0,91 €;82,2 %;45,1 %;15;47;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104003750;1007422;;DEO BYLY CREMA APLICADOR 50ML;1,694 €;2,44 €;21 %;2,95 €;0,75 €;44,0 %;30,6 %;-13;4;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104003668;1007420;;DEO BYLY CREMA TUBO 25ML;1,622 €;2,02 €;21 %;2,45 €;0,40 €;24,5 %;19,7 %;0;1;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104043145;1109175;;DEO BYLY DEO STICK 75ML UNISEX ORGANIC;1,238 €;2,47 €;21 %;2,99 €;1,23 €;99,5 %;49,9 %;0;479;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104041226;1063179;;DEO BYLY ROLLON 100ML FRESH;1,666 €;2,47 €;21 %;2,99 €;0,80 €;48,3 %;32,5 %;0;39;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104041240;1063180;;DEO BYLY ROLLON 100ML MAX EXTREM;1,666 €;2,47 €;21 %;2,99 €;0,80 €;48,3 %;32,5 %;9;67;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104041233;1063178;;DEO BYLY ROLLON 100ML SIN FRAG SENSITIVE;1,666 €;2,47 €;21 %;2,99 €;0,80 €;48,3 %;32,5 %;-12;4;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104040823;1030705;;DEO BYLY ROLLON 50+25ML EXTREME;1,140 €;1,86 €;21 %;2,25 €;0,72 €;63,2 %;38,7 %;-1;388;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104045835;1142871;;DEO BYLY ROLLON 50+25ML EXTREME FRESH;1,140 €;1,86 €;21 %;2,25 €;0,72 €;63,2 %;38,7 %;12;-1;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104040809;1007426;;DEO BYLY ROLLON 50+25ML ORGANIC;1,140 €;1,86 €;21 %;2,25 €;0,72 €;63,2 %;38,7 %;20;38;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104040816;1007430;;DEO BYLY ROLLON 50+25ML SIN FRAG SENSITIVE;1,066 €;1,86 €;21 %;2,25 €;0,79 €;74,5 %;42,7 %;0;889;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104074866;1156463;;DEO BYLY ROLLON 50ML DUPLO CANNABIS;1,972 €;3,30 €;21 %;3,99 €;1,33 €;67,3 %;40,2 %;0;-1;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104008458;1030466;;DEO BYLY ROLLON 50ML DUPLO ORGANIC;2,140 €;3,30 €;21 %;3,99 €;1,16 €;54,2 %;35,1 %;-6;3;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104038561;1030705;;DEO BYLY ROLLON 50ML EXTREME;1,140 €;1,86 €;21 %;2,25 €;0,72 €;63,2 %;38,7 %;20;3;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104044272;1123280;;DEO BYLY ROLLON 50ML FOR MEN+50ML PACK AHORRO;1,589 €;2,47 €;21 %;2,99 €;0,88 €;55,4 %;35,7 %;-1;399;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104004504;1007426;;DEO BYLY ROLLON 50ML ORGANIC;1,096 €;1,86 €;21 %;2,25 €;0,76 €;69,7 %;41,1 %;-7;370;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104039186;;;DEO BYLY ROLLON 50ML SIN FRAG;1,232 €;1,86 €;21 %;2,25 €;0,63 €;51,0 %;33,8 %;0;-1;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104002609;1007430;;DEO BYLY ROLLON 50ML SIN FRAG SENSITIVE;1,140 €;1,86 €;21 %;2,25 €;0,72 €;63,2 %;38,7 %;3;384;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Normal;8411104045842;;;DEO BYLY ROLLON DUPLO 50ML EXTREM FRESCOR;2,108 €;3,30 €;21 %;3,99 €;1,19 €;56,5 %;36,1 %;-12;34;DPH S. L .;;
Actualizado desde fichero o API;8411104038882;1007460;;DEO BYLY SPRAY  PIES BYLY RELAX 200ML;2,501 €;4,12 €;21 %;4,99 €;1,62 €;64,7 %;39,3 %;-41;3;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104049000;1160892;;DEO BYLY SPRAY 200ML DUPLO CANNABIS;2,644 €;4,09 €;21 %;4,95 €;1,45 €;54,7 %;35,4 %;16;34;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104041158;1063183;;DEO BYLY SPRAY 200ML DUPLO EXTREME;2,646 €;4,09 €;21 %;4,95 €;1,44 €;54,6 %;35,3 %;-14;348;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104045828;1142875;;DEO BYLY SPRAY 200ML DUPLO EXTREME FRESH;2,791 €;4,09 €;21 %;4,95 €;1,30 €;46,5 %;31,8 %;-3;49;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104101654;1105287;;DEO BYLY SPRAY 200ML DUPLO FOR MEN;1,874 €;4,09 €;21 %;4,95 €;2,22 €;118,3 %;54,2 %;0;-1;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104041172;;;DEO BYLY SPRAY 200ML DUPLO ORGANIC TE VERDE;2,791 €;4,09 €;21 %;4,95 €;1,30 €;46,5 %;31,8 %;26;7;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104041165;1063181;;DEO BYLY SPRAY 200ML DUPLO SENSITIVE;2,805 €;4,09 €;21 %;4,95 €;1,28 €;45,8 %;31,4 %;-8;3;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104042001;1073907;;DEO BYLY SPRAY 200ML FOR MEN;1,627 €;2,47 €;21 %;2,99 €;0,84 €;51,8 %;34,1 %;3;46;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104004528;1007435;;DEO BYLY SPRAY 200ML ORGANIC FRESH;1,581 €;2,47 €;21 %;2,99 €;0,89 €;56,2 %;36,0 %;-5;35;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104004764;1007438;;DEO BYLY SPRAY 200ML SIN FRAGANCIA;1,581 €;2,47 €;21 %;2,99 €;0,89 €;56,2 %;36,0 %;0;24;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8411104039018;;;DEO BYLY SPRAY 250ML ORGANIC;1,581 €;2,47 €;21 %;2,99 €;0,89 €;56,2 %;36,0 %;0;308;DIFUSION CONSUMO IDESA;ASEO PERSONAL;
Actualizado desde fichero o API;8410429805247;1025627;;DEO CALBER TALCO PIES 100GRS;2,342 €;3,30 €;21 %;3,99 €;0,96 €;40,9 %;29,0 %;-12;3;BEMALU;ASEO PERSONAL;
Actualizado desde fichero o API;8411660170606;1033848;;DEO DESINFECTANTE PIES SANYTOL 150ML;1,570 €;2,88 €;21 %;3,49 €;1,31 €;83,4 %;45,5 %;6;3;MARCA HOME CARE LIMPIEZA;LIMPIEZA;
Actualizado desde fichero o API;8410190619418;1113297;;DEO DON ALGODON WOMAN SPRAY 150ML;4,831 €;5,78 €;21 %;6,99 €;0,95 €;19,6 %;16,4 %;-7;34;PUIG CONSUMO;ASEO PERSONAL;
Actualizado desde fichero o API;80466437;1016428;;DEO DOVE BARRA ORIG 40ML;1,937 €;3,10 €;21 %;3,75 €;1,16 €;60,0 %;37,5 %;-86;0;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Normal;8718114216324;;;DEO DOVE COMFORT MEN 250ML;1,596 €;2,47 €;21 %;2,99 €;0,87 €;54,8 %;35,4 %;0;832;BEMALU;ASEO PERSONAL;
Actualizado desde fichero o API;80466468;1016430;;DEO DOVE CREMA ORIG 50ML;1,525 €;2,47 €;21 %;2,99 €;0,94 €;62,0 %;38,3 %;-10;1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;50287345;1016418;;DEO DOVE ROLL INVISIBLE 50ML;1,218 €;1,86 €;21 %;2,25 €;0,64 €;52,7 %;34,5 %;-13;1.027;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710908650970;1104426;;DEO DOVE ROLLON 50ML DUPLO INVISIBLE;2,447 €;3,30 €;21 %;3,99 €;0,85 €;34,9 %;25,9 %;-49;3;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710908651885;1104427;;DEO DOVE ROLLON 50ML DUPLO ORIGINAL;2,450 €;3,30 €;21 %;3,99 €;0,85 €;34,7 %;25,8 %;-22;12;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;50097425;1121328;;DEO DOVE ROLLON 50MLORIGINAL;1,250 €;1,86 €;21 %;2,25 €;0,61 €;48,8 %;32,8 %;-23;4;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8718114221595;1016691;;DEO DOVE SPR MEN 200ML CLEAN COMFORT;1,905 €;3,10 €;21 %;3,75 €;1,20 €;62,7 %;38,5 %;0;217;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8710522342992;1115502;;DEO DOVE SPRAY 200ML DUPLO HOMBRE CLEAN CONFORT;3,149 €;4,95 €;21 %;5,99 €;1,80 €;57,2 %;36,4 %;0;85;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8714100108611;1107182;;DEO DOVE SPRAY 200ML DUPLO INVISIBLE;3,802 €;4,95 €;21 %;5,99 €;1,15 €;30,2 %;23,2 %;13;197;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8720182283474;;;DEO DOVE SPRAY 200ML DUPLO INVISIBLE DRY;3,824 €;4,95 €;21 %;5,99 €;1,13 €;29,4 %;22,8 %;-44;0;DPH S. L .;ASEO PERSONAL;
Actualizado desde fichero o API;8714100108574;1107181;;DEO DOVE SPRAY 200ML DUPLO ORIGINAL;3,824 €;4,95 €;21 %;5,99 €;1,13 €;29,4 %;22,8 %;-18;1;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8720182283498;1152279;;DEO DOVE SPRAY DUPLO 200ML CUCUMBER;3,625 €;4,95 €;21 %;5,99 €;1,32 €;36,5 %;26,8 %;0;321;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8717163965276;1016480;;DEO DOVE SPRAY INVISIBLE 200;1,376 €;3,10 €;21 %;3,75 €;1,72 €;125,3 %;55,6 %;-3;167;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;8711600533691;1041900;;DEO DOVE SPRAY MEN INV 200ML;1,905 €;3,10 €;21 %;3,75 €;1,20 €;62,7 %;38,5 %;-7;101;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Actualizado desde fichero o API;3014230000201;1016401;;DEO DOVE SPRAY ORIG 200ML;2,051 €;3,10 €;21 %;3,75 €;1,05 €;51,1 %;33,8 %;-10;402;UNILEVER (FABERGE PERFUMERIA);ASEO PERSONAL;
Normal;5410091729974;;;DEO FAA CARIBBEAN WAVE150ML;1,079 €;1,64 €;21 %;1,99 €;0,56 €;52,0 %;34,2 %;-104;10;DPH S. L .;;
Actualizado desde fichero o API;5410091728618;1001046;;DEO FAA DEO ROLLON 50ML PINK PASSION;0,756 €;1,24 €;21 %;1,50 €;0,48 €;64,0 %;39,0 %;0;20;HENKEL IBERICA COSMETICA [ HENKEL IBERICA ];ASEO PERSONAL;
Creado en TPV;5410091729745;;;DEO FAA PINK PASSION SPRAY 150ML;0,000 €;1,64 €;21 %;1,99 €;1,64 €;0,0 %;100,0 %;-13;12;;;
Actualizado desde fichero o API;8410436264945;1001044;;DEO FAA ROLL LIMON VERDE FRESH;0,730 €;1,24 €;21 %;1,50 €;0,51 €;69,9 %;41,1 %;-53;1;HENKEL IBERICA COSMETICA [ HENKEL IBERICA ];ASEO PERSONAL;
Actualizado desde fichero o API;8410020802300;1001044;;DEO FAA ROLLON 50ML LIMONES DEL CARIBE;0,738 €;1,24 €;21 %;1,50 €;0,50 €;68,0 %;40,5 %;36;634;VARIOS;ASEO PERSONAL;
Actualizado desde fichero o API;8410020802850;1001059;;DEO FAA SPR LIMON 200ML;1,084 €;1,64 €;21 %;1,99 €;0,56 €;51,3 %;33,9 %;46;169;HENKEL IBERICA COSMETICA [ HENKEL IBERICA ];ASEO PERSONAL;
Actualizado desde fichero o API;8410436139885;1001060;;DEO FAA SPR PINK 200;1,084 €;1,64 €;21 %;1,99 €;0,56 €;51,3 %;33,9 %;-6;68;HENKEL IBERICA COSMETICA [ HENKEL IBERICA ];ASEO PERSONAL;
